,com_1,com_2,com_3,com_4,com_5,hole_1,hole_2
97561,25,20,47,36,2,34,39
97562,41,24,40,51,21,40,37
97563,14,31,37,33,12,44,19
97564,28,4,41,28,18,32,22
97565,35,17,17,28,51,37,1
97566,37,42,17,29,37,40,41
97567,43,51,50,11,29,35,3
97568,50,24,21,10,14,31,3
97569,20,48,2,29,15,9,22
97570,45,20,26,19,37,17,15
97571,34,24,23,32,44,10,16
97572,9,44,4,22,46,50,5
97573,41,39,48,27,43,46,24
97574,28,33,1,51,13,18,7
97575,40,11,35,34,36,18,39
97576,13,1,44,21,15,46,6
97577,19,17,6,3,7,11,52
97578,1,9,15,31,45,30,14
97579,49,9,20,32,14,22,28
97580,15,34,21,44,52,15,47
97581,4,52,25,9,25,44,14
97582,5,10,49,12,20,39,15
97583,23,24,47,22,42,51,9
97584,45,24,31,35,26,27,40
97585,20,36,27,12,42,28,33
97586,33,46,50,19,5,5,47
97587,35,45,38,40,46,11,12
97588,31,24,8,51,15,22,23
97589,25,33,23,18,38,9,20
97590,20,7,37,12,16,13,30
97591,41,26,2,46,14,22,4
97592,16,7,18,11,50,42,51
97593,13,51,31,39,34,24,47
97594,3,7,10,10,22,38,4
97595,50,25,21,16,27,17,49
97596,14,31,12,40,39,30,16
97597,3,13,15,10,15,47,5
97598,46,7,28,13,45,29,34
97599,35,16,4,18,32,49,33
97600,40,18,27,25,41,40,45
97601,12,4,22,15,11,29,33
97602,29,30,39,34,18,1,25
97603,44,17,1,36,47,50,42
97604,51,24,49,20,24,40,3
97605,46,9,21,45,5,50,33
97606,32,9,5,27,28,17,44
97607,11,23,27,7,30,23,11
97608,32,31,4,37,14,51,2
97609,45,47,50,46,9,2,1
97610,18,16,31,10,30,29,7
97611,6,17,38,34,20,31,38
97612,49,35,24,33,10,35,15
97613,48,41,3,38,2,45,23
97614,10,19,24,22,3,7,20
97615,40,9,13,18,18,9,40
97616,24,23,26,2,45,19,49
97617,18,36,52,8,7,52,20
97618,10,27,25,7,8,12,24
97619,3,6,29,40,48,40,40
97620,33,21,43,10,45,26,2
97621,37,51,41,17,15,18,26
97622,24,2,45,38,30,26,14
97623,21,3,27,16,1,30,24
97624,22,27,37,23,36,36,49
97625,25,39,52,20,33,32,14
97626,6,37,8,6,36,12,41
97627,44,37,26,13,27,42,16
97628,38,35,27,8,21,29,28
97629,7,14,37,27,46,39,33
97630,15,32,16,38,11,40,44
97631,29,25,14,42,11,25,10
97632,17,31,46,37,5,20,42
97633,44,11,5,18,31,10,4
97634,7,4,19,26,31,51,19
97635,12,26,13,38,32,12,21
97636,35,21,17,13,46,26,38
97637,20,23,20,40,12,26,23
97638,49,43,38,37,11,22,24
97639,34,18,32,30,47,40,39
97640,27,41,8,44,48,48,36
97641,47,48,11,44,31,45,8
97642,12,51,3,17,20,44,39
97643,32,48,7,29,43,43,7
97644,15,15,36,1,4,26,45
97645,35,36,17,36,17,46,10
97646,52,32,43,14,43,27,33
97647,35,25,4,40,42,50,46
97648,33,48,49,3,12,7,28
97649,19,16,32,43,43,16,28
97650,1,42,34,47,28,50,26
97651,49,15,29,17,10,31,45
97652,3,3,29,19,25,31,15
97653,37,51,27,12,46,22,30
97654,45,13,19,39,19,51,41
97655,35,12,16,13,8,26,20
97656,22,14,39,45,29,50,26
97657,46,51,33,43,52,8,26
97658,26,47,45,13,15,4,4
97659,20,41,14,2,10,40,34
97660,32,22,25,50,52,24,4
97661,29,51,37,29,41,50,22
97662,9,45,6,5,11,41,43
97663,26,23,47,45,35,11,37
97664,19,43,27,27,11,22,8
97665,11,23,32,20,1,34,45
97666,12,34,18,4,36,31,12
97667,30,16,50,29,52,6,37
97668,10,7,13,25,29,17,4
97669,36,18,33,27,2,26,35
97670,1,51,3,3,46,39,41
97671,16,52,37,24,14,30,44
97672,52,31,7,50,46,12,15
97673,20,50,24,30,9,17,29
97674,27,22,51,41,41,4,11
97675,21,23,32,4,34,4,45
97676,24,47,12,26,50,33,25
97677,2,12,12,24,21,20,35
97678,13,51,26,9,11,7,51
97679,35,4,18,16,47,44,11
97680,43,49,18,34,35,12,42
97681,11,18,23,12,52,33,4
97682,51,26,42,14,48,19,51
97683,9,38,5,4,34,44,25
97684,28,35,37,14,2,26,21
97685,1,41,20,41,7,47,34
97686,1,34,39,29,32,51,24
97687,35,2,2,27,17,31,44
97688,37,35,36,31,7,18,7
97689,40,17,52,19,26,29,15
97690,35,48,28,36,10,10,3
97691,1,28,16,40,23,41,44
97692,21,23,44,26,46,24,24
97693,1,46,52,25,18,33,49
97694,49,2,26,19,18,43,6
97695,37,13,1,29,24,1,32
97696,15,22,45,41,30,10,49
97697,15,16,52,14,30,30,33
97698,52,36,1,34,6,12,41
97699,16,11,30,10,52,16,38
97700,40,39,43,3,41,37,50
97701,41,19,22,11,51,26,20
97702,18,9,5,41,49,3,47
97703,22,47,47,43,22,20,32
97704,29,13,49,50,18,52,43
97705,21,14,30,20,51,18,1
97706,37,42,6,19,6,22,29
97707,36,15,21,12,45,48,27
97708,37,42,22,18,28,25,17
97709,23,24,7,26,6,30,49
97710,17,29,39,38,38,20,12
97711,19,21,33,9,11,1,33
97712,22,3,49,1,30,41,43
97713,27,52,15,26,10,25,33
97714,24,7,3,34,34,24,5
97715,11,27,7,23,41,8,36
97716,1,34,16,19,9,11,29
97717,3,20,24,38,4,47,17
97718,49,15,50,42,7,14,49
97719,4,24,8,35,31,44,37
97720,9,13,46,20,26,29,6
97721,8,39,13,21,14,40,28
97722,45,2,16,14,8,6,32
97723,35,5,40,13,35,40,25
97724,12,31,36,22,23,20,4
97725,12,35,4,45,19,44,50
97726,31,37,11,52,2,9,47
97727,7,12,30,4,35,45,29
97728,51,49,10,5,9,43,46
97729,47,34,5,48,22,29,12
97730,42,44,16,25,14,8,39
97731,32,11,35,5,30,39,39
97732,36,15,4,31,41,48,20
97733,46,47,10,19,7,5,49
97734,46,2,49,24,36,34,12
97735,23,42,45,40,24,48,48
97736,50,16,15,20,5,35,37
97737,23,11,17,31,32,42,5
97738,47,17,48,23,48,24,1
97739,20,40,43,45,38,41,7
97740,33,40,42,4,5,13,6
97741,26,46,45,20,11,29,39
97742,24,51,27,13,26,47,46
97743,37,12,35,32,13,21,41
97744,26,26,18,52,51,38,45
97745,8,15,50,9,10,2,24
97746,7,31,33,36,50,3,25
97747,12,19,46,6,49,30,14
97748,1,13,45,51,30,47,38
97749,26,17,21,34,13,5,14
97750,21,11,10,48,42,22,42
97751,35,45,30,5,41,30,35
97752,44,48,41,12,43,22,29
97753,43,14,22,30,42,10,42
97754,24,43,52,8,32,50,38
97755,15,32,29,34,9,19,36
97756,52,4,31,14,48,28,4
97757,26,48,12,14,45,24,16
97758,25,2,49,27,22,2,23
97759,23,24,17,39,16,9,43
97760,38,20,37,28,19,51,14
97761,49,13,29,52,13,12,48
97762,50,16,46,30,25,44,49
97763,39,20,52,9,20,6,19
97764,30,11,31,38,27,34,38
97765,11,36,50,31,51,3,11
97766,28,18,8,15,37,13,47
97767,18,47,10,16,19,3,34
97768,17,11,7,48,30,21,19
97769,45,44,3,9,31,50,41
97770,34,47,1,28,33,16,3
97771,6,46,39,24,28,15,52
97772,39,17,50,37,16,35,39
97773,22,37,15,21,20,10,21
97774,1,4,26,7,37,13,39
97775,1,10,37,36,3,32,18
97776,17,8,33,40,9,11,22
97777,40,18,32,29,14,32,38
97778,37,39,25,19,31,20,40
97779,52,47,17,51,36,1,49
97780,10,47,6,12,20,18,34
97781,25,50,52,19,2,17,36
97782,48,37,42,14,24,37,32
97783,14,37,46,13,21,25,21
97784,31,20,16,40,9,15,41
97785,35,45,34,27,16,1,8
97786,34,36,20,34,1,44,15
97787,30,38,5,18,32,51,45
97788,2,13,43,41,46,5,36
97789,13,26,52,50,30,30,24
97790,30,14,43,39,48,25,7
97791,22,33,7,9,20,30,15
97792,13,40,6,39,16,4,22
97793,18,10,3,19,1,38,51
97794,49,40,25,22,47,23,8
97795,10,31,50,36,25,15,25
97796,30,28,41,1,1,26,26
97797,10,23,5,25,35,17,27
97798,48,18,23,16,34,45,28
97799,44,22,26,40,35,29,14
97800,1,19,44,52,26,48,4
97801,29,38,35,47,30,30,4
97802,33,22,35,36,6,31,47
97803,6,11,4,10,27,34,48
97804,2,34,46,2,39,28,26
97805,28,42,5,37,39,11,31
97806,35,23,52,34,28,12,22
97807,25,15,39,23,52,43,30
97808,16,37,14,32,30,14,28
97809,3,20,7,12,34,37,40
97810,2,1,52,16,51,50,10
97811,40,7,31,37,3,24,10
97812,30,32,48,20,43,21,27
97813,20,30,37,39,39,14,11
97814,31,10,33,35,51,5,49
97815,35,51,12,35,37,37,40
97816,34,1,36,49,26,24,25
97817,32,19,34,33,38,35,38
97818,27,36,37,35,1,7,35
97819,6,12,21,13,1,3,21
97820,26,13,23,27,37,12,2
97821,25,38,12,51,19,51,4
97822,10,18,49,47,43,46,47
97823,37,28,48,34,33,27,32
97824,45,13,21,51,30,34,37
97825,1,47,48,16,11,49,31
97826,44,6,37,21,35,44,16
97827,35,51,16,47,9,4,23
97828,34,30,37,44,19,31,7
97829,38,21,45,22,41,52,4
97830,11,31,39,2,49,23,10
97831,23,41,38,39,8,50,27
97832,33,52,51,5,19,47,36
97833,34,50,52,32,36,46,9
97834,43,16,42,3,5,16,32
97835,19,26,2,44,11,32,4
97836,27,40,49,28,25,38,52
97837,1,12,19,4,20,9,44
97838,34,40,37,31,17,17,16
97839,39,5,18,3,3,17,23
97840,40,30,16,9,10,8,38
97841,16,40,31,22,47,9,34
97842,1,13,39,45,18,12,19
97843,37,9,11,6,10,2,29
97844,48,5,38,14,31,15,27
97845,43,22,14,37,37,31,49
97846,22,26,25,38,49,46,27
97847,31,29,41,10,46,30,32
97848,21,27,14,7,34,3,18
97849,9,26,23,38,32,33,34
97850,20,40,51,41,8,17,52
97851,9,24,40,39,33,11,52
97852,31,23,50,4,41,30,8
97853,20,21,25,44,13,19,31
97854,50,17,5,2,4,34,34
97855,16,7,19,11,1,1,8
97856,5,22,51,43,37,2,50
97857,38,18,45,45,10,16,39
97858,28,36,33,3,49,28,26
97859,2,1,40,22,19,4,1
97860,44,21,16,1,42,44,9
97861,29,40,28,39,7,42,34
97862,8,26,49,46,39,16,47
97863,49,8,4,11,16,36,6
97864,19,29,9,32,6,4,4
97865,8,25,35,38,30,48,9
97866,13,10,23,41,12,12,38
97867,16,4,41,11,45,37,38
97868,45,47,39,33,45,27,35
97869,20,18,19,26,48,38,9
97870,33,23,39,33,16,36,27
97871,18,41,25,8,32,42,19
97872,46,39,28,8,3,17,11
97873,46,16,45,12,33,37,42
97874,32,19,24,10,5,15,22
97875,7,2,32,33,1,46,20
97876,42,14,47,35,11,18,38
97877,43,31,9,22,48,39,29
97878,49,34,10,15,15,41,18
97879,38,39,2,8,13,22,25
97880,37,34,48,22,4,2,34
97881,47,52,28,1,27,29,6
97882,27,27,23,45,31,52,12
97883,26,24,22,49,47,52,10
97884,1,21,31,40,47,21,28
97885,50,3,43,12,32,45,16
97886,26,18,16,26,3,10,43
97887,24,49,17,38,43,35,23
97888,20,52,41,32,16,8,17
97889,13,10,42,31,11,29,7
97890,14,51,45,14,11,52,6
97891,20,43,4,23,35,15,37
97892,21,47,45,24,5,41,27
97893,45,29,31,45,21,19,42
97894,11,17,4,42,36,32,43
97895,42,39,9,8,33,16,32
97896,18,39,45,37,15,8,8
97897,9,11,12,44,29,38,27
97898,38,32,18,26,5,19,45
97899,31,13,20,46,20,39,6
97900,7,47,41,8,7,2,26
97901,42,12,5,33,48,19,23
97902,52,25,26,16,51,35,42
97903,45,46,34,11,29,48,10
97904,48,37,41,12,10,9,17
97905,48,8,45,15,39,43,27
97906,10,17,6,2,19,44,44
97907,31,14,40,28,24,7,24
97908,41,39,16,36,20,52,6
97909,15,14,49,5,6,41,40
97910,23,37,48,13,5,24,45
97911,35,45,11,45,35,30,13
97912,38,15,35,17,29,51,28
97913,18,3,29,50,21,52,38
97914,42,45,33,19,52,9,25
97915,19,49,14,50,18,16,18
97916,10,18,42,9,34,7,48
97917,23,5,38,30,49,36,52
97918,47,42,50,18,32,12,7
97919,20,51,50,6,19,34,22
97920,14,38,20,12,22,34,1
97921,19,28,48,11,52,8,24
97922,21,4,26,29,1,52,2
97923,17,20,17,32,51,40,49
97924,47,13,28,47,35,38,27
97925,12,50,39,43,20,46,51
97926,15,22,23,27,22,20,11
97927,34,30,43,48,26,28,50
97928,42,43,12,46,12,51,52
97929,48,43,43,15,29,23,41
97930,9,45,8,6,42,29,39
97931,17,45,1,6,45,50,39
97932,39,46,9,47,11,4,1
97933,35,38,2,51,16,3,45
97934,36,18,29,45,51,45,21
97935,7,6,37,9,49,28,5
97936,20,23,46,12,39,38,24
97937,25,29,5,2,18,24,3
97938,47,10,7,46,3,38,21
97939,36,43,35,46,51,33,33
97940,35,40,43,41,9,46,34
97941,17,15,52,43,18,43,6
97942,43,38,43,2,43,16,46
97943,8,31,10,7,16,30,3
97944,16,3,19,10,27,40,15
97945,30,46,21,12,1,42,23
97946,34,44,10,10,39,37,7
97947,30,11,51,34,51,14,51
97948,12,31,39,47,11,11,39
97949,10,2,31,6,6,12,48
97950,48,1,29,50,5,52,17
97951,4,27,8,12,33,11,48
97952,16,24,51,51,33,28,11
97953,6,27,4,9,29,45,20
97954,32,46,51,22,34,34,42
97955,29,9,25,28,25,6,17
97956,5,52,31,7,29,36,40
97957,14,6,30,8,25,44,1
97958,49,33,35,49,50,27,14
97959,38,4,5,5,23,2,51
97960,41,26,32,8,46,5,49
97961,38,48,17,40,31,17,38
97962,7,17,35,21,8,49,28
97963,3,47,45,31,36,20,4
97964,9,38,13,43,26,19,46
97965,40,24,52,5,19,33,36
97966,6,48,21,45,1,37,19
97967,49,28,12,25,38,28,5
97968,40,38,19,52,12,23,3
97969,47,30,20,46,19,37,5
97970,42,19,6,43,45,45,29
97971,32,10,3,8,20,29,43
97972,50,29,25,28,27,51,30
97973,27,9,31,7,2,24,31
97974,10,44,13,38,4,7,46
97975,19,34,21,11,45,23,39
97976,25,42,47,47,43,46,51
97977,24,9,24,18,19,43,27
97978,4,46,43,43,15,37,50
97979,45,12,29,27,43,47,20
97980,16,25,42,12,5,37,32
97981,45,19,25,52,23,46,32
97982,39,44,52,29,19,25,49
97983,42,22,13,25,7,3,13
97984,50,27,31,25,39,18,27
97985,17,12,9,18,12,28,40
97986,39,20,31,26,1,18,19
97987,20,14,1,43,36,2,5
97988,14,51,22,23,34,27,9
97989,23,10,1,32,45,8,29
97990,6,26,25,24,26,1,15
97991,47,34,51,44,5,39,11
97992,8,29,50,12,10,38,32
97993,47,15,18,31,28,52,21
97994,3,38,13,43,40,33,39
97995,12,50,3,4,19,51,46
97996,24,51,14,24,9,6,16
97997,12,15,29,19,16,15,4
97998,24,32,20,33,36,44,29
97999,31,47,5,32,1,7,34
98000,36,6,34,3,19,40,49
98001,28,12,39,35,20,23,46
98002,29,51,39,14,25,43,17
98003,9,11,11,37,17,51,25
98004,32,26,4,23,27,13,33
98005,3,20,45,25,41,37,50
98006,7,37,31,14,5,14,18
98007,43,37,44,27,43,7,12
98008,10,29,20,7,9,4,32
98009,18,50,30,3,18,30,28
98010,17,28,51,4,28,28,29
98011,40,3,38,26,7,41,33
98012,1,52,24,36,3,13,23
98013,49,20,3,27,12,15,43
98014,25,31,13,45,40,2,31
98015,15,40,40,30,30,43,33
98016,50,52,31,1,45,28,11
98017,42,10,28,34,51,22,3
98018,15,25,34,37,42,19,6
98019,29,28,37,41,14,27,21
98020,49,21,32,43,33,47,11
98021,7,30,51,33,27,10,21
98022,48,10,44,17,12,36,34
98023,48,22,30,26,4,12,26
98024,19,39,26,42,31,31,35
98025,44,7,15,52,20,49,46
98026,44,24,30,4,49,7,17
98027,19,31,14,10,36,41,37
98028,35,12,51,26,17,51,27
98029,52,7,35,31,3,15,28
98030,31,9,43,10,6,4,2
98031,15,42,49,36,21,7,10
98032,27,21,4,31,38,2,19
98033,22,35,36,45,30,12,20
98034,27,1,39,34,10,9,19
98035,33,6,49,45,23,48,28
98036,17,40,33,50,32,2,11
98037,29,51,41,22,25,31,33
98038,34,24,11,2,9,33,22
98039,14,17,43,47,13,40,21
98040,46,9,13,38,51,25,24
98041,16,29,36,34,10,41,37
98042,6,39,8,51,30,31,26
98043,23,12,9,8,7,2,38
98044,37,31,11,5,6,43,34
98045,5,29,15,6,51,20,35
98046,33,35,48,49,38,11,2
98047,38,16,51,25,26,24,46
98048,19,31,52,39,20,9,41
98049,17,52,8,29,35,21,25
98050,27,18,27,45,27,35,32
98051,50,11,51,3,45,4,29
98052,31,45,42,40,23,44,10
98053,18,30,5,50,5,3,45
98054,6,41,7,31,31,51,32
98055,22,42,11,30,6,10,39
98056,20,48,13,10,27,13,30
98057,1,2,41,35,1,47,22
98058,25,2,20,4,44,23,26
98059,30,30,34,19,50,1,17
98060,13,13,47,9,38,1,13
98061,10,2,22,29,11,48,3
98062,33,29,20,15,32,9,14
98063,52,17,25,47,42,32,19
98064,21,41,34,31,36,5,49
98065,40,43,33,7,36,33,14
98066,46,19,44,11,46,51,24
98067,10,25,41,45,35,50,51
98068,4,26,3,46,50,23,24
98069,24,36,29,17,38,30,41
98070,22,47,38,50,38,1,15
98071,46,29,13,4,45,5,6
98072,22,33,48,4,1,10,19
98073,21,31,16,3,49,28,52
98074,47,4,2,34,35,25,24
98075,52,34,27,4,3,20,16
98076,32,31,34,14,39,44,35
98077,3,51,49,23,23,4,13
98078,16,26,47,12,41,15,50
98079,7,5,4,47,1,1,5
98080,15,49,8,4,6,18,39
98081,52,12,38,17,48,23,43
98082,6,39,30,13,24,24,20
98083,40,30,13,35,6,47,40
98084,26,1,23,50,7,17,28
98085,51,46,17,32,30,11,24
98086,5,37,3,5,45,41,26
98087,22,52,8,27,16,9,24
98088,32,45,46,26,32,51,41
98089,50,47,37,28,14,38,43
98090,5,22,29,14,11,13,15
98091,1,44,6,4,38,4,23
98092,3,22,14,13,23,20,12
98093,40,40,24,25,40,8,36
98094,49,49,35,35,47,23,31
98095,23,50,35,27,32,45,19
98096,28,36,7,47,21,21,35
98097,25,49,50,4,41,21,37
98098,19,29,38,11,34,19,12
98099,4,13,13,31,20,34,10
98100,24,50,50,49,40,19,18
98101,19,26,48,51,12,18,3
98102,10,38,35,8,26,22,27
98103,4,13,22,50,9,33,40
98104,21,30,47,15,42,20,41
98105,46,19,43,5,45,25,21
98106,6,44,39,25,21,40,25
98107,10,45,7,52,26,45,41
98108,7,1,49,25,34,12,37
98109,52,39,17,46,33,14,42
98110,10,18,19,14,31,34,32
98111,23,33,25,15,10,18,37
98112,13,14,6,39,13,10,34
98113,12,6,7,15,34,7,35
98114,42,31,23,51,1,21,6
98115,5,27,43,52,29,7,44
98116,14,37,18,28,46,51,50
98117,30,23,15,44,20,41,16
98118,32,52,31,8,38,48,44
98119,26,38,2,44,34,42,29
98120,45,9,35,23,38,2,5
98121,34,24,32,35,20,33,26
98122,37,37,14,21,37,36,9
98123,49,29,11,16,49,28,26
98124,37,40,43,3,10,14,21
98125,1,5,52,1,34,22,6
98126,13,35,13,18,32,12,39
98127,1,12,37,50,6,26,25
98128,24,20,4,1,39,34,17
98129,41,48,50,28,39,37,50
98130,14,26,39,18,7,5,33
98131,45,15,37,19,32,50,32
98132,44,7,3,14,52,22,28
98133,3,41,15,39,3,32,52
98134,13,37,7,48,50,25,19
98135,34,4,10,2,20,2,4
98136,35,34,48,50,15,44,15
98137,26,15,37,37,39,22,5
98138,22,7,42,16,7,17,24
98139,18,38,25,38,9,18,1
98140,16,16,45,34,51,25,34
98141,31,38,49,7,49,25,8
98142,28,38,52,25,39,27,10
98143,39,48,45,10,26,44,4
98144,11,30,42,24,11,25,4
98145,20,20,2,7,18,16,1
98146,9,35,34,26,7,49,20
98147,47,51,28,41,34,4,33
98148,41,13,45,39,12,22,29
98149,4,40,30,42,14,19,4
98150,29,9,17,4,42,19,52
98151,18,46,38,52,5,33,10
98152,34,48,10,52,16,24,23
98153,51,52,33,2,45,49,9
98154,33,46,6,42,50,36,22
98155,1,18,12,11,46,5,31
98156,39,5,40,11,51,7,34
98157,46,36,9,45,44,13,8
98158,11,16,33,46,43,20,27
98159,19,23,19,50,44,1,11
98160,3,38,5,46,9,22,51
98161,34,15,26,37,46,39,21
98162,36,12,2,48,33,19,33
98163,4,33,7,44,49,26,10
98164,20,15,42,26,19,18,49
98165,48,40,1,25,6,4,28
98166,7,28,37,41,11,50,1
98167,21,22,1,25,22,21,46
98168,10,52,26,32,4,46,38
98169,45,13,45,31,47,18,4
98170,33,48,7,10,9,40,33
98171,43,41,28,15,42,8,30
98172,13,45,31,28,9,27,50
98173,8,23,21,3,26,27,30
98174,24,37,3,50,40,43,15
98175,7,47,9,25,26,24,31
98176,20,1,7,50,3,36,29
98177,39,44,41,16,41,40,23
98178,27,3,38,49,28,28,3
98179,37,30,2,32,16,11,38
98180,52,3,36,35,15,39,18
98181,33,17,36,7,17,42,25
98182,6,26,13,10,2,23,32
98183,25,22,39,50,29,18,31
98184,40,15,32,51,5,29,1
98185,38,27,38,28,31,40,28
98186,49,20,29,5,19,31,31
98187,51,27,46,38,38,27,8
98188,6,23,27,50,22,22,44
98189,16,29,49,26,22,19,1
98190,23,5,16,12,14,16,2
98191,14,2,35,46,6,35,41
98192,46,30,20,45,18,3,36
98193,12,10,12,44,37,32,44
98194,15,24,11,52,4,15,1
98195,48,12,49,48,38,48,9
98196,28,51,24,23,46,22,42
98197,41,1,28,30,10,40,8
98198,39,21,43,42,40,1,33
98199,8,25,8,11,7,35,10
98200,30,18,45,51,7,36,27
98201,4,6,51,5,9,44,9
98202,34,49,39,5,30,12,28
98203,31,46,42,36,41,49,2
98204,32,1,51,40,20,14,13
98205,52,27,7,44,37,19,40
98206,15,41,2,22,23,43,2
98207,5,37,9,45,10,17,36
98208,2,48,31,2,1,21,52
98209,52,28,52,1,25,44,52
98210,11,32,19,32,38,1,7
98211,23,44,23,45,41,9,31
98212,15,14,31,3,18,1,33
98213,23,4,30,39,4,17,45
98214,31,29,16,46,24,51,44
98215,20,17,24,23,22,51,4
98216,42,52,11,49,29,2,8
98217,16,51,49,26,33,6,47
98218,16,32,51,20,36,27,2
98219,42,2,38,13,29,4,35
98220,1,17,39,43,27,47,5
98221,1,40,23,5,43,4,52
98222,16,7,46,47,16,21,31
98223,5,45,51,3,45,52,3
98224,44,15,12,6,12,18,25
98225,49,4,42,20,41,8,41
98226,3,26,35,43,37,48,39
98227,13,18,48,6,40,8,39
98228,35,47,39,49,28,28,41
98229,18,14,48,35,21,32,31
98230,1,32,23,39,42,50,46
98231,51,38,17,7,45,12,31
98232,15,50,6,16,9,40,42
98233,13,49,13,47,25,13,18
98234,31,23,45,42,51,23,26
98235,23,10,32,39,35,17,13
98236,52,47,38,35,20,1,35
98237,11,42,41,50,11,48,14
98238,21,43,13,16,22,10,1
98239,46,6,37,4,16,43,21
98240,17,28,9,16,5,45,37
98241,46,8,17,48,2,3,27
98242,45,14,48,36,38,30,28
98243,19,6,43,40,21,30,41
98244,37,52,26,18,34,10,36
98245,34,44,23,38,12,45,15
98246,11,27,7,44,13,43,44
98247,16,47,28,12,23,49,25
98248,10,33,32,50,38,22,21
98249,36,41,6,9,21,20,22
98250,7,5,23,36,47,5,48
98251,30,1,32,51,1,34,41
98252,3,27,6,46,19,44,6
98253,41,8,17,23,50,22,32
98254,37,28,1,8,43,39,18
98255,36,5,21,39,23,49,37
98256,12,49,18,2,15,14,1
98257,49,49,27,5,23,44,15
98258,6,2,26,52,51,16,23
98259,17,39,22,31,21,13,30
98260,26,45,31,17,9,19,37
98261,44,10,38,14,29,38,20
98262,42,15,50,24,5,1,14
98263,42,48,17,49,38,30,30
98264,49,28,44,46,43,10,19
98265,1,40,34,44,34,28,20
98266,9,22,48,7,5,31,30
98267,7,13,11,31,19,24,26
98268,30,23,47,31,27,13,49
98269,46,29,36,50,47,5,12
98270,50,13,5,27,43,52,7
98271,26,9,26,24,24,25,7
98272,20,15,6,15,52,22,1
98273,23,49,26,37,16,1,47
98274,46,15,18,17,38,52,48
98275,28,43,21,38,15,48,20
98276,47,48,33,27,46,17,46
98277,1,49,15,37,6,23,14
98278,48,31,52,2,8,39,47
98279,44,33,46,10,26,4,5
98280,41,25,14,21,41,15,3
98281,18,10,16,4,32,16,4
98282,31,39,47,8,7,24,45
98283,21,47,48,52,36,32,15
98284,26,22,4,32,25,49,46
98285,52,13,15,15,40,51,47
98286,33,13,43,7,37,6,49
98287,39,32,52,24,40,11,15
98288,8,48,24,9,45,17,49
98289,16,24,18,51,52,23,32
98290,23,40,6,36,8,37,20
98291,9,33,15,18,23,28,1
98292,33,1,38,50,12,34,48
98293,40,3,19,52,32,44,36
98294,22,1,46,1,5,2,24
98295,2,6,23,45,46,41,28
98296,50,39,7,19,13,47,52
98297,25,37,38,14,35,15,24
98298,9,30,41,17,52,26,27
98299,50,37,18,12,29,27,46
98300,6,43,10,29,33,1,20
98301,50,24,14,30,34,50,33
98302,42,24,18,37,13,13,9
98303,44,39,29,35,2,26,4
98304,52,25,31,48,47,46,52
98305,10,19,5,39,26,5,34
98306,31,33,37,48,29,49,28
98307,12,26,29,44,11,47,27
98308,20,40,15,2,32,51,31
98309,4,21,51,48,15,13,25
98310,20,12,19,28,6,20,43
98311,50,14,35,28,48,11,24
98312,8,26,25,9,3,23,20
98313,45,9,39,18,28,26,37
98314,37,4,41,37,23,37,9
98315,42,2,24,50,40,48,30
98316,33,7,16,15,31,37,51
98317,12,4,35,29,18,52,3
98318,51,11,50,32,35,28,52
98319,47,23,48,39,46,29,44
98320,7,33,3,31,13,48,36
98321,11,46,15,30,38,14,52
98322,50,4,35,19,23,15,43
98323,15,4,44,38,41,36,22
98324,25,40,11,39,33,16,9
98325,37,48,13,16,46,46,48
98326,27,32,8,48,35,21,29
98327,48,31,49,16,38,26,9
98328,1,19,21,34,45,8,19
98329,15,12,34,28,12,26,37
98330,15,22,35,35,46,44,4
98331,5,36,21,5,42,26,30
98332,28,18,37,52,52,44,23
98333,12,24,14,35,38,31,19
98334,7,23,48,19,22,19,8
98335,6,18,36,50,34,23,34
98336,27,30,39,42,14,29,1
98337,16,24,22,22,22,2,33
98338,52,45,47,5,24,23,25
98339,45,45,15,44,10,47,49
98340,47,16,44,27,49,16,23
98341,31,30,14,6,14,40,47
98342,45,15,52,47,30,10,51
98343,11,7,22,52,7,51,15
98344,23,2,26,49,11,38,14
98345,39,7,45,25,19,35,47
98346,17,4,42,51,24,35,31
98347,26,21,42,19,1,47,49
98348,46,34,8,26,4,10,20
98349,46,33,51,47,21,12,4
98350,10,17,24,18,49,1,44
98351,14,11,14,17,32,16,27
98352,27,25,36,25,23,20,5
98353,13,5,9,31,31,46,6
98354,20,44,25,44,23,2,50
98355,39,38,20,35,50,25,5
98356,22,4,48,31,1,51,8
98357,9,45,47,52,52,46,21
98358,45,16,8,50,13,40,23
98359,48,15,41,51,17,29,48
98360,1,21,1,39,13,22,10
98361,4,25,15,26,34,30,25
98362,4,17,36,48,12,49,4
98363,51,29,25,17,9,20,45
98364,52,39,37,38,49,13,14
98365,46,40,21,48,18,34,3
98366,52,23,48,8,20,35,50
98367,16,26,29,26,39,13,41
98368,50,14,23,6,50,14,32
98369,22,7,38,47,5,19,25
98370,30,3,26,10,20,51,13
98371,24,47,51,10,19,43,34
98372,1,15,34,24,44,48,21
98373,30,25,40,30,46,13,49
98374,23,4,41,2,5,36,17
98375,4,50,15,15,30,27,9
98376,49,52,4,5,23,22,6
98377,29,29,22,31,28,31,44
98378,5,39,41,1,13,5,1
98379,21,48,4,51,20,15,44
98380,31,44,15,28,8,30,13
98381,46,12,1,2,32,20,40
